['Focal_depth', 'Latitude', 'Longitude', 'Richter']
['Focal_depth', 'Latitude', 'Longitude', 'Richter']
[{'Latitude': -52.26, 'cluster': 'c0', 'Focal_depth': 33.0, 'Richter': 6.7, 'Longitude': 28.3}, {'Latitude': 45.53, 'cluster': 'c1', 'Focal_depth': 36.0, 'Richter': 5.8, 'Longitude': 150.93}, {'Latitude': 41.85, 'cluster': 'c2', 'Focal_depth': 57.0, 'Richter': 5.8, 'Longitude': 142.78}, {'Latitude': 29.19, 'cluster': 'c3', 'Focal_depth': 67.0, 'Richter': 6.2, 'Longitude': 141.15}, {'Latitude': -21.66, 'cluster': 'c4', 'Focal_depth': 30.0, 'Richter': 6.0, 'Longitude': 169.81}]

====== PENENTUAN CENTROID =====

new centroid:  [{'Latitude': -1.1525329815303424, 'cluster': 'c0', 'Focal_depth': 65.86675461741424, 'Richter': 5.975065963060716, 'Longitude': -92.11496042216365}, {'Latitude': 42.414164305948994, 'cluster': 'c1', 'Focal_depth': 18.076487252124647, 'Richter': 5.992634560906515, 'Longitude': 123.27589235127475}, {'Latitude': 37.0324087591241, 'cluster': 'c2', 'Focal_depth': 45.43065693430657, 'Richter': 5.984671532846708, 'Longitude': 125.0143795620438}, {'Latitude': 5.250503597122304, 'cluster': 'c3', 'Focal_depth': 157.45863309352518, 'Richter': 5.977697841726644, 'Longitude': 129.27688848920863}, {'Latitude': -12.700721925133676, 'cluster': 'c4', 'Focal_depth': 31.75668449197861, 'Richter': 5.963368983957225, 'Longitude': 152.15598930481283}]
5
new centroid:  [{'Latitude': -3.377791601866258, 'cluster': 'c0', 'Focal_depth': 59.63452566096423, 'Richter': 5.981026438569236, 'Longitude': -111.92692068429247}, {'Latitude': 40.29991044776121, 'cluster': 'c1', 'Focal_depth': 11.355223880597014, 'Richter': 5.985671641791038, 'Longitude': 95.58695522388061}, {'Latitude': 27.285770234986924, 'cluster': 'c2', 'Focal_depth': 50.24543080939948, 'Richter': 5.979373368146222, 'Longitude': 127.10436031331605}, {'Latitude': 4.879090909090911, 'cluster': 'c3', 'Focal_depth': 279.6958041958042, 'Richter': 5.986713286713282, 'Longitude': 115.67611888111884}, {'Latitude': -10.985291902071559, 'cluster': 'c4', 'Focal_depth': 38.73822975517891, 'Richter': 5.960451977401157, 'Longitude': 146.49256120527295}]
5
new centroid:  [{'Latitude': -3.6725445705024358, 'cluster': 'c0', 'Focal_depth': 50.47163695299838, 'Richter': 5.982171799027581, 'Longitude': -112.50745542949765}, {'Latitude': 35.252837837837816, 'cluster': 'c1', 'Focal_depth': 13.70608108108108, 'Richter': 5.990202702702697, 'Longitude': 67.89300675675676}, {'Latitude': 26.90533707865166, 'cluster': 'c2', 'Focal_depth': 57.559925093632955, 'Richter': 5.976217228464443, 'Longitude': 136.36582397003747}, {'Latitude': 4.514204545454545, 'cluster': 'c3', 'Focal_depth': 406.64772727272725, 'Richter': 5.982386363636355, 'Longitude': 75.26096590909091}, {'Latitude': -10.792072072072067, 'cluster': 'c4', 'Focal_depth': 44.05585585585585, 'Richter': 5.963963963963994, 'Longitude': 149.2972972972972}]
5
new centroid:  [{'Latitude': -3.4058540630182472, 'cluster': 'c0', 'Focal_depth': 48.59369817578773, 'Richter': 5.982752902155914, 'Longitude': -113.4345107794362}, {'Latitude': 32.64721088435375, 'cluster': 'c1', 'Focal_depth': 15.666666666666666, 'Richter': 5.988435374149653, 'Longitude': 60.8636734693877}, {'Latitude': 26.133220910623905, 'cluster': 'c2', 'Focal_depth': 69.72512647554807, 'Richter': 5.982630691399688, 'Longitude': 137.02077571669483}, {'Latitude': 0.8290551181102364, 'cluster': 'c3', 'Focal_depth': 493.748031496063, 'Richter': 5.962992125984246, 'Longitude': 44.00062992125984}, {'Latitude': -10.348680926916217, 'cluster': 'c4', 'Focal_depth': 42.771836007130126, 'Richter': 5.962745098039245, 'Longitude': 148.43172905525833}]
5
new centroid:  [{'Latitude': -3.3637500000000053, 'cluster': 'c0', 'Focal_depth': 48.76, 'Richter': 5.9826666666666934, 'Longitude': -113.89283333333337}, {'Latitude': 32.56818493150685, 'cluster': 'c1', 'Focal_depth': 15.753424657534246, 'Richter': 5.989726027397254, 'Longitude': 59.1275342465753}, {'Latitude': 23.15864042933806, 'cluster': 'c2', 'Focal_depth': 82.69409660107334, 'Richter': 5.989982110912368, 'Longitude': 139.180626118068}, {'Latitude': -0.2393277310924352, 'cluster': 'c3', 'Focal_depth': 510.1848739495798, 'Richter': 5.963025210084029, 'Longitude': 38.280588235294104}, {'Latitude': -5.045444078947372, 'cluster': 'c4', 'Focal_depth': 34.80592105263158, 'Richter': 5.956743421052665, 'Longitude': 145.2592269736841}]
5
new centroid:  [{'Latitude': -3.2829145728643265, 'cluster': 'c0', 'Focal_depth': 48.89949748743719, 'Richter': 5.9824120603015345, 'Longitude': -114.35380234505865}, {'Latitude': 32.49556701030927, 'cluster': 'c1', 'Focal_depth': 16.02405498281787, 'Richter': 5.990378006872845, 'Longitude': 57.63577319587626}, {'Latitude': 16.32635944700461, 'cluster': 'c2', 'Focal_depth': 100.38479262672811, 'Richter': 5.9834101382488605, 'Longitude': 139.6030875576037}, {'Latitude': -0.2393277310924352, 'cluster': 'c3', 'Focal_depth': 510.1848739495798, 'Richter': 5.963025210084029, 'Longitude': 38.280588235294104}, {'Latitude': 3.7825780189959266, 'cluster': 'c4', 'Focal_depth': 32.32157394843962, 'Richter': 5.966350067842637, 'Longitude': 143.77013568521025}]
4
new centroid:  [{'Latitude': -3.32410385259632, 'cluster': 'c0', 'Focal_depth': 49.4070351758794, 'Richter': 5.981742043551115, 'Longitude': -114.60772194304862}, {'Latitude': 32.211137931034486, 'cluster': 'c1', 'Focal_depth': 16.086206896551722, 'Richter': 5.991724137931028, 'Longitude': 56.91213793103446}, {'Latitude': 5.88933554817276, 'cluster': 'c2', 'Focal_depth': 123.83388704318936, 'Richter': 5.987375415282386, 'Longitude': 137.2932558139534}, {'Latitude': -0.1826495726495712, 'cluster': 'c3', 'Focal_depth': 513.4188034188035, 'Richter': 5.9658119658119615, 'Longitude': 39.21547008547007}, {'Latitude': 9.430893470790378, 'cluster': 'c4', 'Focal_depth': 34.88087056128293, 'Richter': 5.967239404352833, 'Longitude': 143.88009163802968}]
5
new centroid:  [{'Latitude': -3.32410385259632, 'cluster': 'c0', 'Focal_depth': 49.4070351758794, 'Richter': 5.981742043551115, 'Longitude': -114.60772194304862}, {'Latitude': 31.991689655172422, 'cluster': 'c1', 'Focal_depth': 15.993103448275862, 'Richter': 5.991034482758614, 'Longitude': 56.867103448275834}, {'Latitude': 4.570788381742738, 'cluster': 'c2', 'Focal_depth': 140.08713692946057, 'Richter': 5.9991701244813225, 'Longitude': 136.5172614107884}, {'Latitude': -0.7316666666666639, 'cluster': 'c3', 'Focal_depth': 518.359649122807, 'Richter': 5.9657894736842065, 'Longitude': 36.61429824561403}, {'Latitude': 9.647414529914528, 'cluster': 'c4', 'Focal_depth': 37.35897435897436, 'Richter': 5.965705128205154, 'Longitude': 143.6529594017093}]
4
new centroid:  [{'Latitude': -3.32410385259632, 'cluster': 'c0', 'Focal_depth': 49.4070351758794, 'Richter': 5.981742043551115, 'Longitude': -114.60772194304862}, {'Latitude': 31.991689655172422, 'cluster': 'c1', 'Focal_depth': 15.993103448275862, 'Richter': 5.991034482758614, 'Longitude': 56.867103448275834}, {'Latitude': 4.985953488372093, 'cluster': 'c2', 'Focal_depth': 148.12558139534883, 'Richter': 6.005116279069759, 'Longitude': 135.86609302325581}, {'Latitude': -0.7723008849557506, 'cluster': 'c3', 'Focal_depth': 519.9734513274336, 'Richter': 5.963716814159289, 'Longitude': 35.83867256637168}, {'Latitude': 9.411651090342675, 'cluster': 'c4', 'Focal_depth': 38.64797507788162, 'Richter': 5.965524402907606, 'Longitude': 143.5855451713395}]
3
new centroid:  [{'Latitude': -3.32410385259632, 'cluster': 'c0', 'Focal_depth': 49.4070351758794, 'Richter': 5.981742043551115, 'Longitude': -114.60772194304862}, {'Latitude': 31.991689655172422, 'cluster': 'c1', 'Focal_depth': 15.993103448275862, 'Richter': 5.991034482758614, 'Longitude': 56.867103448275834}, {'Latitude': 5.110882352941177, 'cluster': 'c2', 'Focal_depth': 151.22549019607843, 'Richter': 5.999509803921561, 'Longitude': 136.09568627450983}, {'Latitude': -0.7723008849557506, 'cluster': 'c3', 'Focal_depth': 519.9734513274336, 'Richter': 5.963716814159289, 'Longitude': 35.83867256637168}, {'Latitude': 9.335503080082132, 'cluster': 'c4', 'Focal_depth': 39.23511293634497, 'Richter': 5.96714579055444, 'Longitude': 143.4502772073921}]
2
new centroid:  [{'Latitude': -3.32410385259632, 'cluster': 'c0', 'Focal_depth': 49.4070351758794, 'Richter': 5.981742043551115, 'Longitude': -114.60772194304862}, {'Latitude': 32.00618556701031, 'cluster': 'c1', 'Focal_depth': 16.288659793814432, 'Richter': 5.992783505154632, 'Longitude': 56.915326460481076}, {'Latitude': 5.227839195979899, 'cluster': 'c2', 'Focal_depth': 152.63316582914572, 'Richter': 5.996482412060295, 'Longitude': 136.36170854271361}, {'Latitude': -0.7723008849557506, 'cluster': 'c3', 'Focal_depth': 519.9734513274336, 'Richter': 5.963716814159289, 'Longitude': 35.83867256637168}, {'Latitude': 9.262627811860938, 'cluster': 'c4', 'Focal_depth': 39.45705521472393, 'Richter': 5.967382413087959, 'Longitude': 143.43273006134962}]
3
new centroid:  [{'Latitude': -3.32410385259632, 'cluster': 'c0', 'Focal_depth': 49.4070351758794, 'Richter': 5.981742043551115, 'Longitude': -114.60772194304862}, {'Latitude': 32.00618556701031, 'cluster': 'c1', 'Focal_depth': 16.288659793814432, 'Richter': 5.992783505154632, 'Longitude': 56.915326460481076}, {'Latitude': 5.280151515151514, 'cluster': 'c2', 'Focal_depth': 152.91919191919192, 'Richter': 5.995959595959588, 'Longitude': 136.27489898989904}, {'Latitude': -0.7723008849557506, 'cluster': 'c3', 'Focal_depth': 519.9734513274336, 'Richter': 5.963716814159289, 'Longitude': 35.83867256637168}, {'Latitude': 9.247926455566903, 'cluster': 'c4', 'Focal_depth': 39.51481103166496, 'Richter': 5.967517875383068, 'Longitude': 143.44306435137887}]
2
new centroid:  [{'Latitude': -3.32410385259632, 'cluster': 'c0', 'Focal_depth': 49.4070351758794, 'Richter': 5.981742043551115, 'Longitude': -114.60772194304862}, {'Latitude': 32.00618556701031, 'cluster': 'c1', 'Focal_depth': 16.288659793814432, 'Richter': 5.992783505154632, 'Longitude': 56.915326460481076}, {'Latitude': 5.373743589743589, 'cluster': 'c2', 'Focal_depth': 153.76923076923077, 'Richter': 5.995897435897428, 'Longitude': 135.76974358974363}, {'Latitude': -0.7723008849557506, 'cluster': 'c3', 'Focal_depth': 519.9734513274336, 'Richter': 5.963716814159289, 'Longitude': 35.83867256637168}, {'Latitude': 9.2172199592668, 'cluster': 'c4', 'Focal_depth': 39.69246435845214, 'Richter': 5.967617107942998, 'Longitude': 143.52147657841135}]
2
new centroid:  [{'Latitude': -3.32410385259632, 'cluster': 'c0', 'Focal_depth': 49.4070351758794, 'Richter': 5.981742043551115, 'Longitude': -114.60772194304862}, {'Latitude': 32.00618556701031, 'cluster': 'c1', 'Focal_depth': 16.288659793814432, 'Richter': 5.992783505154632, 'Longitude': 56.915326460481076}, {'Latitude': 5.522279792746113, 'cluster': 'c2', 'Focal_depth': 154.37305699481865, 'Richter': 5.995854922279784, 'Longitude': 135.78191709844566}, {'Latitude': -0.7723008849557506, 'cluster': 'c3', 'Focal_depth': 519.9734513274336, 'Richter': 5.963716814159289, 'Longitude': 35.83867256637168}, {'Latitude': 9.1802743902439, 'cluster': 'c4', 'Focal_depth': 39.80589430894309, 'Richter': 5.967682926829293, 'Longitude': 143.50333333333327}]
2
new centroid:  [{'Latitude': -3.32410385259632, 'cluster': 'c0', 'Focal_depth': 49.4070351758794, 'Richter': 5.981742043551115, 'Longitude': -114.60772194304862}, {'Latitude': 32.00618556701031, 'cluster': 'c1', 'Focal_depth': 16.288659793814432, 'Richter': 5.992783505154632, 'Longitude': 56.915326460481076}, {'Latitude': 5.622879581151833, 'cluster': 'c2', 'Focal_depth': 154.9738219895288, 'Richter': 5.994764397905751, 'Longitude': 135.66502617801055}, {'Latitude': -0.7723008849557506, 'cluster': 'c3', 'Focal_depth': 519.9734513274336, 'Richter': 5.963716814159289, 'Longitude': 35.83867256637168}, {'Latitude': 9.153367139959428, 'cluster': 'c4', 'Focal_depth': 39.92190669371197, 'Richter': 5.967951318458442, 'Longitude': 143.51031440162268}]
2
new centroid:  [{'Latitude': -3.32410385259632, 'cluster': 'c0', 'Focal_depth': 49.4070351758794, 'Richter': 5.981742043551115, 'Longitude': -114.60772194304862}, {'Latitude': 32.00618556701031, 'cluster': 'c1', 'Focal_depth': 16.288659793814432, 'Richter': 5.992783505154632, 'Longitude': 56.915326460481076}, {'Latitude': 5.622879581151833, 'cluster': 'c2', 'Focal_depth': 154.9738219895288, 'Richter': 5.994764397905751, 'Longitude': 135.66502617801055}, {'Latitude': -0.7723008849557506, 'cluster': 'c3', 'Focal_depth': 519.9734513274336, 'Richter': 5.963716814159289, 'Longitude': 35.83867256637168}, {'Latitude': 9.153367139959428, 'cluster': 'c4', 'Focal_depth': 39.92190669371197, 'Richter': 5.967951318458442, 'Longitude': 143.51031440162268}]
0

====== CLUSTER BARU =====


====>  C0 

119.0 	-16.31 	-71.66 	6.0 	c0
13.0 	55.72 	-155.95 	6.1 	c0
26.0 	55.75 	-155.88 	5.9 	c0
44.0 	59.79 	-149.3 	6.1 	c0
33.0 	57.2 	-153.0 	5.8 	c0
4.0 	58.26 	-151.25 	6.1 	c0
17.0 	58.83 	-149.29 	6.0 	c0
23.0 	56.42 	-152.01 	6.1 	c0
26.0 	57.17 	-152.45 	6.0 	c0
32.0 	60.05 	-148.39 	5.9 	c0
25.0 	56.45 	-153.94 	6.1 	c0
12.0 	60.36 	-146.61 	6.0 	c0
10.0 	60.51 	-146.7 	6.0 	c0
35.0 	59.79 	-148.67 	6.2 	c0
22.0 	56.65 	-152.82 	5.8 	c0
41.0 	61.62 	-147.39 	5.8 	c0
36.0 	60.11 	-146.71 	5.9 	c0
14.0 	56.85 	-152.69 	5.8 	c0
24.0 	56.3 	-154.4 	5.8 	c0
2.0 	60.25 	-146.71 	5.8 	c0
22.0 	56.6 	-152.21 	5.8 	c0
6.0 	61.51 	-147.2 	5.9 	c0
114.0 	-56.45 	-27.7 	5.8 	c0
101.0 	-56.09 	-27.55 	5.8 	c0
54.0 	-56.17 	-27.66 	6.0 	c0
96.0 	18.31 	-100.5 	6.3 	c0
4.0 	-27.82 	-71.1 	6.0 	c0
7.0 	-41.13 	-74.99 	6.1 	c0
32.0 	-26.37 	-71.78 	6.1 	c0
14.0 	-31.4 	-110.84 	5.9 	c0
43.0 	19.8 	-56.11 	6.2 	c0
31.0 	-20.46 	-173.89 	5.8 	c0
33.0 	-20.45 	-174.04 	5.9 	c0
94.0 	-56.46 	-27.05 	5.8 	c0
43.0 	53.14 	-161.85 	6.5 	c0
33.0 	53.26 	-161.74 	6.1 	c0
36.0 	-25.67 	-70.63 	6.3 	c0
58.0 	-31.81 	-71.26 	6.0 	c0
68.0 	-32.42 	-71.1 	6.4 	c0
5.0 	64.69 	-160.23 	5.8 	c0
51.0 	54.25 	-162.51 	5.8 	c0
60.0 	47.41 	-122.29 	6.3 	c0
88.0 	-55.99 	-27.62 	5.8 	c0
98.0 	-56.24 	-27.9 	5.8 	c0
27.0 	15.93 	-46.69 	5.8 	c0
40.0 	53.03 	-167.55 	6.7 	c0
18.0 	51.11 	-171.3 	6.3 	c0
50.0 	-7.31 	-81.27 	5.8 	c0
79.0 	-18.84 	-68.75 	5.9 	c0
64.0 	-22.91 	-176.05 	5.9 	c0
29.0 	16.33 	-95.8 	6.5 	c0
30.0 	58.29 	-152.5 	6.1 	c0
22.0 	6.51 	-84.44 	5.8 	c0
161.0 	-1.4 	-77.7 	5.9 	c0
33.0 	-54.74 	-38.3 	5.9 	c0
28.0 	-42.9 	-75.13 	6.0 	c0
35.0 	-22.34 	-113.98 	5.8 	c0
46.0 	-29.34 	-68.09 	5.9 	c0
21.0 	31.0 	-41.53 	5.9 	c0
41.0 	51.32 	-179.67 	5.8 	c0
58.0 	17.35 	-100.04 	5.9 	c0
38.0 	58.35 	-153.13 	6.4 	c0
23.0 	57.37 	-152.27 	5.8 	c0
22.0 	-23.4 	-174.72 	5.8 	c0
29.0 	50.57 	-171.22 	6.3 	c0
27.0 	-60.33 	-27.25 	5.9 	c0
35.0 	-60.44 	-26.44 	5.8 	c0
38.0 	-10.74 	-78.63 	6.3 	c0
110.0 	-31.95 	-68.4 	5.9 	c0
23.0 	-25.51 	-70.74 	6.6 	c0
23.0 	-15.16 	-173.64 	5.9 	c0
33.0 	-14.83 	-178.75 	6.3 	c0
42.0 	52.4 	-169.54 	6.0 	c0
1.0 	24.0 	-65.7 	6.3 	c0
36.0 	2.93 	-74.83 	6.3 	c0
21.0 	-23.79 	-175.14 	6.1 	c0
122.0 	-0.16 	-78.6 	5.8 	c0
33.0 	-40.12 	-74.68 	5.8 	c0
48.0 	51.47 	-178.32 	6.0 	c0
109.0 	-20.25 	-68.83 	5.9 	c0
39.0 	-15.33 	-173.48 	5.8 	c0
136.0 	-58.36 	-26.83 	5.9 	c0
44.0 	52.76 	-166.9 	5.9 	c0
28.0 	-25.18 	-70.54 	5.8 	c0
38.0 	54.44 	-157.94 	6.2 	c0
49.0 	52.58 	-168.13 	5.9 	c0
160.0 	6.84 	-73.09 	5.9 	c0
33.0 	-60.84 	-24.33 	6.1 	c0
29.0 	-10.59 	-79.67 	6.2 	c0
34.0 	-57.82 	-23.54 	6.0 	c0
0.0 	19.5 	-60.0 	5.8 	c0
181.0 	11.91 	-85.98 	6.2 	c0
35.0 	-28.78 	-71.19 	5.9 	c0
20.0 	-21.89 	-70.07 	6.0 	c0
42.0 	17.42 	-61.19 	6.1 	c0
5.0 	17.61 	-61.26 	5.9 	c0
91.0 	-21.29 	-68.2 	6.3 	c0
33.0 	-22.46 	-174.61 	5.8 	c0
87.0 	-16.13 	-173.95 	5.9 	c0
12.0 	33.22 	-116.19 	6.0 	c0
22.0 	58.69 	-149.93 	6.2 	c0
30.0 	43.58 	-127.89 	6.1 	c0
45.0 	-30.86 	-178.21 	6.0 	c0
33.0 	-30.84 	-178.2 	6.0 	c0
16.0 	5.64 	-82.6 	5.8 	c0
33.0 	-5.55 	-77.2 	6.1 	c0
33.0 	-5.51 	-77.3 	5.8 	c0
17.0 	-30.97 	-178.13 	6.5 	c0
36.0 	-6.86 	-80.42 	5.8 	c0
36.0 	16.56 	-97.79 	6.3 	c0
122.0 	-8.62 	-74.55 	5.9 	c0
103.0 	10.76 	-62.7 	6.2 	c0
114.0 	15.54 	-92.65 	5.8 	c0
12.0 	-30.52 	-178.01 	5.8 	c0
66.0 	-13.1 	-76.37 	5.9 	c0
45.0 	-56.27 	-27.07 	6.1 	c0
7.0 	65.46 	-150.07 	6.0 	c0
150.0 	9.57 	-72.63 	5.8 	c0
82.0 	60.15 	-152.82 	6.0 	c0
79.0 	-56.03 	-27.57 	5.8 	c0
138.0 	-56.81 	-26.93 	6.0 	c0
35.0 	-17.15 	-171.57 	6.0 	c0
27.0 	-8.07 	-80.09 	5.9 	c0
34.0 	-30.5 	-71.38 	5.8 	c0
200.0 	-16.71 	-174.66 	5.9 	c0
22.0 	51.29 	-179.85 	6.2 	c0
41.0 	53.31 	-162.41 	5.8 	c0
56.0 	51.46 	-179.95 	6.1 	c0
54.0 	-17.3 	-72.48 	5.8 	c0
1.0 	-11.84 	-75.1 	5.9 	c0
34.0 	25.12 	-109.55 	5.8 	c0
38.0 	51.27 	-179.17 	5.9 	c0
37.0 	15.3 	-45.78 	5.8 	c0
36.0 	-60.9 	-55.9 	5.8 	c0
43.0 	-11.75 	-75.15 	5.8 	c0
43.0 	51.31 	-179.23 	6.0 	c0
7.0 	34.77 	-121.35 	5.9 	c0
57.0 	-16.11 	-173.87 	5.8 	c0
22.0 	51.26 	-178.95 	6.0 	c0
11.0 	34.72 	-121.28 	5.8 	c0
1.0 	15.79 	-59.64 	6.4 	c0
6.0 	16.08 	-59.79 	5.8 	c0
82.0 	-25.85 	-177.29 	6.2 	c0
23.0 	7.03 	-104.24 	6.1 	c0
18.0 	15.57 	-99.48 	5.9 	c0
36.0 	-9.84 	-75.55 	5.8 	c0
7.0 	50.13 	-179.59 	6.0 	c0
161.0 	52.59 	-175.04 	6.0 	c0
16.0 	57.39 	-153.97 	6.1 	c0
99.0 	-29.6 	-69.42 	5.8 	c0
56.0 	14.65 	-92.59 	5.8 	c0
37.0 	14.61 	-93.29 	5.8 	c0
6.0 	-55.92 	-28.07 	6.1 	c0
48.0 	-9.15 	-78.83 	6.4 	c0
54.0 	-9.93 	-78.46 	6.0 	c0
45.0 	-9.28 	-79.05 	5.9 	c0
43.0 	-10.22 	-78.69 	5.8 	c0
48.0 	-9.88 	-78.69 	5.8 	c0
87.0 	-24.47 	-68.46 	6.2 	c0
10.0 	-51.94 	-74.14 	5.9 	c0
99.0 	-16.0 	-71.88 	5.8 	c0
44.0 	-22.28 	-70.55 	6.1 	c0
55.0 	-10.14 	-78.6 	5.8 	c0
148.0 	18.0 	-64.67 	5.8 	c0
44.0 	51.35 	-178.51 	5.8 	c0
45.0 	-60.63 	-25.27 	5.8 	c0
30.0 	60.7 	-145.38 	5.8 	c0
33.0 	-56.46 	-142.61 	5.8 	c0
8.0 	6.37 	-77.48 	6.0 	c0
6.0 	6.52 	-77.4 	5.8 	c0
7.0 	-31.94 	-177.89 	6.0 	c0
33.0 	-32.0 	-178.1 	5.8 	c0
16.0 	-20.94 	-69.81 	5.8 	c0
29.0 	-23.19 	-70.11 	5.9 	c0
46.0 	-30.81 	-71.16 	5.8 	c0
15.0 	-3.97 	-80.66 	6.3 	c0
45.0 	51.46 	-177.71 	5.9 	c0
40.0 	51.47 	-176.81 	5.8 	c0
12.0 	-63.43 	-61.36 	6.0 	c0
9.0 	34.4 	-118.43 	6.2 	c0
166.0 	-23.81 	-67.2 	6.0 	c0
49.0 	-22.96 	-176.14 	6.1 	c0
0.0 	60.33 	-140.94 	5.8 	c0
150.0 	53.26 	-170.53 	5.8 	c0
38.0 	51.41 	-177.21 	6.0 	c0
146.0 	-42.28 	-71.79 	5.8 	c0
29.0 	-39.78 	-104.87 	6.0 	c0
35.0 	18.02 	-69.79 	6.0 	c0
76.0 	-25.4 	-69.06 	6.0 	c0
40.0 	-32.51 	-71.21 	6.5 	c0
36.0 	-32.19 	-71.72 	5.8 	c0
88.0 	-2.79 	-77.35 	6.4 	c0
9.0 	13.3 	-92.41 	5.8 	c0
33.0 	-55.73 	-26.04 	5.9 	c0
29.0 	-20.41 	-174.17 	5.8 	c0
33.0 	-55.19 	-128.87 	5.8 	c0
99.0 	-29.86 	-69.5 	5.8 	c0
29.0 	-30.65 	-177.82 	5.9 	c0
56.0 	-55.72 	-28.75 	6.2 	c0
5.0 	-15.36 	-173.3 	5.8 	c0
60.0 	-17.62 	-71.27 	5.8 	c0
40.0 	-60.59 	-25.5 	5.9 	c0
12.0 	-18.94 	-173.72 	5.9 	c0
181.0 	-28.25 	-178.27 	6.1 	c0
52.0 	-6.79 	-76.76 	6.1 	c0
43.0 	51.27 	-179.21 	6.0 	c0
43.0 	56.14 	-157.14 	6.0 	c0
1.0 	-16.05 	-173.0 	5.9 	c0
91.0 	53.95 	-166.82 	5.8 	c0
116.0 	-31.4 	-110.99 	5.8 	c0
30.0 	5.22 	-100.32 	5.9 	c0
208.0 	-17.76 	-175.06 	6.1 	c0
39.0 	-30.34 	-71.58 	5.9 	c0
27.0 	53.25 	-166.78 	5.8 	c0
31.0 	50.1 	-129.3 	5.8 	c0
29.0 	56.77 	-135.91 	6.2 	c0
20.0 	-16.66 	-172.01 	5.8 	c0
45.0 	51.34 	-179.29 	5.8 	c0
115.0 	-33.49 	-179.4 	5.9 	c0
48.0 	-15.35 	-175.6 	5.9 	c0
20.0 	15.23 	-96.26 	6.0 	c0
0.0 	19.55 	-70.22 	5.8 	c0
7.0 	-30.91 	-68.21 	5.8 	c0
10.0 	-16.47 	-172.17 	5.8 	c0
35.0 	52.89 	-162.98 	6.0 	c0
61.0 	-30.51 	-71.08 	5.9 	c0
48.0 	18.53 	-102.93 	6.1 	c0
214.0 	-22.53 	-66.19 	6.0 	c0
41.0 	-61.1 	-38.01 	6.2 	c0
146.0 	4.7 	-75.67 	6.1 	c0
20.0 	4.96 	-78.12 	6.4 	c0
19.0 	-59.38 	-26.12 	6.0 	c0
9.0 	20.05 	-155.16 	5.9 	c0
0.0 	53.97 	-163.71 	6.1 	c0
44.0 	51.27 	-179.38 	5.8 	c0
0.0 	44.98 	-125.87 	5.8 	c0
30.0 	57.86 	-137.42 	6.2 	c0
0.0 	57.99 	-138.04 	6.1 	c0
33.0 	-16.22 	-173.08 	6.0 	c0
33.0 	57.09 	-154.12 	5.8 	c0
75.0 	18.25 	-96.58 	6.6 	c0
77.0 	-0.15 	-17.97 	5.8 	c0
128.0 	-7.02 	-76.19 	5.8 	c0
33.0 	-4.4 	-102.1 	6.0 	c0
33.0 	-4.37 	-102.04 	6.0 	c0
33.0 	-32.98 	-71.87 	5.8 	c0
33.0 	-61.05 	-21.7 	6.2 	c0
32.0 	0.52 	-29.47 	5.9 	c0
56.0 	19.42 	-104.98 	6.0 	c0
7.0 	-25.98 	-67.72 	5.8 	c0
18.0 	51.52 	-175.27 	5.8 	c0
270.0 	-31.2 	-179.47 	5.8 	c0
23.0 	-35.59 	-74.54 	5.8 	c0
52.0 	51.38 	-177.85 	5.8 	c0
191.0 	-20.61 	-176.32 	5.9 	c0
83.0 	-22.49 	-68.26 	6.6 	c0
92.0 	-12.28 	-76.3 	6.1 	c0
7.0 	53.74 	-164.7 	5.9 	c0
34.0 	9.51 	-83.95 	5.8 	c0
25.0 	-14.91 	-172.83 	5.9 	c0
23.0 	57.56 	-153.92 	5.8 	c0
8.0 	55.15 	-160.57 	5.8 	c0
6.0 	55.05 	-160.51 	6.0 	c0
44.0 	-26.28 	-175.78 	6.1 	c0
33.0 	-33.49 	-177.31 	6.0 	c0
33.0 	-4.3 	-102.07 	5.9 	c0
100.0 	-11.17 	-75.01 	5.9 	c0
256.0 	-15.89 	-175.04 	6.1 	c0
52.0 	-56.03 	-27.47 	5.9 	c0
33.0 	-29.22 	-175.94 	6.5 	c0
77.0 	-29.37 	-176.13 	6.0 	c0
12.0 	7.76 	-77.57 	6.4 	c0
10.0 	7.74 	-77.54 	5.8 	c0
19.0 	-38.34 	-73.27 	5.9 	c0
